cell_id,perpendicularity,sphericity,columnarity
2222,0.9784231304587457,0.6368630291240853,0.3553016118297188
2224,0.930711276460585,0.49648233959408716,0.4686295644368345
2231,0.003918306806073524,0.7898200321929422,0.0008235495983587089
2238,0.42262283369899245,0.5612942632461985,0.18540706162689582
2301,0.5762204023342521,0.5287750604310956,0.2715294242683277
2311,0.3917810165314788,0.6742289482567602,0.12763091380849548
2321,0.8609378076380539,0.7292217849231231,0.2331232028444319
2330,0.9778479143704112,0.6434235927686136,0.3486774961249056
2336,0.936776258093991,0.6570385882825779,0.32127810793927936
2340,0.08740452664600029,0.5260190725061686,0.041428078606830517
2427,0.3749056918748144,0.5740133318488284,0.15970482655266194
2453,0.02678043858038437,0.6163639843981114,0.010273940753049758
2458,0.5210164434781248,0.38365266497858225,0.3211270964400793
2469,0.9791020101675314,0.4286516016084731,0.5594083653711435
2531,0.06292024139922248,0.6485498540478245,0.022113328023102855
2545,0.4453994200222262,0.579018362514828,0.1875049771759027
2550,0.7304171799900887,0.6036846512584654,0.28947553941458026
2559,0.21433402361493092,0.4979566931024379,0.10760496199630008
2561,0.8969658569450044,0.5555602714942426,0.3986472619395718
2629,0.5221523395794672,0.4238253937361248,0.30085091866696073
2641,0.05925083080334337,0.7272092838680148,0.01616307656625913
2650,0.8833440068530141,0.8014399394589165,0.1753968394793378
2652,0.8091200461986365,0.4841747580339868,0.41736454360996345
2657,0.29958528076447377,0.4849689638235205,0.15429571757534846
2661,0.8301715453805709,0.4926557150599453,0.4211827890686859
2672,0.2968676970717218,0.3859153831184444,0.18230188602079797
2673,0.8559981904133666,0.47102662937747786,0.452800248029738
2729,0.9579880235769332,0.46270639842417693,0.5147208354541549
2733,0.6330395482724567,0.5126017960788574,0.30854233883904686
2756,0.8444618949333972,0.478535986208393,0.4403564892260356
2758,0.35075552796705234,0.4376967502838463,0.1972309732317788
2761,0.15829178495296814,0.7211957807179378,0.044132417522576364
2764,0.051097124502042734,0.5817513132078265,0.021371305221835567
2777,0.03877800972451362,0.5066580792223033,0.01913081780142775
2783,0.976614653090824,0.5797418752453962,0.4104302427158176
2799,0.06901240174270185,0.5137779076493976,0.033555354373476856
2865,0.6463854533734283,0.627335955163171,0.24088461757782936
2866,0.10086346801729895,0.6812493841636085,0.03215029254590822
2886,0.31787460888831565,0.7863893331518369,0.06790140717873214
2888,0.8557432574080229,0.7231746249090139,0.23689144821355826
2890,0.05072047864699436,0.5993950805417589,0.02031887326326261
2893,0.23229126749981588,0.5310763660732056,0.10892686528547472
2903,0.20577540959918572,0.6713035418152504,0.06763764831676847
3006,0.07084467736258548,0.7317855176652206,0.019001568464980332
3007,0.1231972190902535,0.6863328782946909,0.03864291711413817
3011,0.9666983711077666,0.45460452073814145,0.5272329214119783
3013,0.958863804553001,0.5559745453484389,0.4257599367655719
3029,0.07311508357470331,0.331528011481625,0.0488753853078691
3032,0.955957778133522,0.540004897215592,0.43973589641008376
3037,0.8713362608286126,0.48324646649746944,0.4502660916520682
3041,0.006741529237255017,0.6384794528424184,0.002437201338531268
3042,0.690487220408003,0.5686899429195655,0.2978140824474863
3043,0.9186641334195954,0.6651269458066404,0.3076358641361159
3049,0.8036985522052716,0.6660871207575882,0.26836529760982003
3053,0.46322488459556144,0.6770511412808998,0.14959794781042346
3099,0.928597425885068,0.4075646638441247,0.5501339281577008
3115,0.8855145023989607,0.32802203510280614,0.5950462332090048
3147,0.13671132870981662,0.8184037899500293,0.024826259164598453
3161,0.8891646402385585,0.47825689621476797,0.4639155191741447
3167,0.9190193381474495,0.5053847969902535,0.4545609365076836
3186,0.6718650704211653,0.5850832201665841,0.2787680915017011
3246,0.101435485152511,0.4948818001118123,0.05123690966502135
3257,0.3119135479720915,0.5535874882730605,0.1392421103918826
3272,0.12021031211696831,0.4848879922376582,0.06192177522830931
3305,0.8358768527639867,0.6323208050648178,0.3073345282892165
3309,0.9481357986691616,0.573817816508988,0.40407858492281784
3320,0.3340897138963107,0.62599926165282,0.12494979967141831
3372,0.4519161133505628,0.7127027311324047,0.12983426512287533
3374,0.05090458198414083,0.6310255460013142,0.0187824903436297
3378,0.029262203685718635,0.4829543850383359,0.015129894099815867
3385,0.7693987443510917,0.38739165113256707,0.47134009439759844
3404,0.7160052224534856,0.3624799058234791,0.45646771684942694
3412,0.001505758128621637,0.7012991006260769,0.00044977130725887835
3421,0.3689904624250646,0.4884686152791088,0.18875020219309527
3424,0.8649152102535553,0.6827211333716136,0.2744193176389006
3425,0.9735906876712549,0.7104495718256875,0.28190360048173524
3428,0.8259583348920079,0.6555227435231427,0.2845238611677922
3431,0.5443686583277357,0.7882587897875363,0.11526527851604994
3436,0.31269918125211504,0.33802436449774037,0.20699923923040514
3437,0.9282801476484714,0.5727064749534648,0.3966480965194335
3443,0.5049002628136391,0.6041893805441287,0.19984488578769868
3454,0.9449947114993136,0.4547395563988709,0.5152682355928366
3461,0.12733741105293717,0.7977077432907623,0.025759372245410483
3552,0.4090788308665656,0.4374643617530533,0.23012142121483822
3566,0.8511167713041026,0.6726182498328669,0.27864009818613666
3576,0.8161284356389213,0.5581249648148016,0.3606267812135893
3581,0.18746544745847227,0.5288866689632062,0.08831747140646391
3582,0.7334438243214912,0.41371046429619457,0.4300104392262705
3587,0.20661557238857975,0.3977727658124462,0.12442952469965271
3607,0.5846448343525917,0.5336900869154299,0.27262568189229996
3610,0.8154472438583962,0.2915047069841108,0.5777405339764536
3666,0.9714978388034091,0.5860122244500545,0.40218822923780284
3672,0.842714370501189,0.4891262227784331,0.43052067357683743
3674,0.8066224600817843,0.7595527906775966,0.19395011950343674
3707,0.003939738732038345,0.6003119622168099,0.0015746664431868392
3709,0.0924102110569518,0.6017873975871891,0.03679891063450588
3714,0.7782015348578893,0.6263145425047545,0.29080259657687263
3719,0.7071331218788912,0.3232233860186223,0.47857115985927684
3726,0.9528792805695453,0.7723208053892494,0.21695078716134553
3737,0.7982573602799681,0.6078853240395135,0.31300842615925306
3739,0.7576417295321389,0.7545164655112757,0.18598856964169955
3745,0.774725164910669,0.7621526880443187,0.18426629797842453
3805,0.6215195607189661,0.3803803680307789,0.38510572147435773
3809,0.3211660998549247,0.4961157458801421,0.16183054067398253
3816,0.5041560070323781,0.552848575501705,0.2254340767139003
3822,0.3641733244260196,0.7614986626013186,0.08685582492052955
3824,0.03559828154156752,0.4196350313480487,0.020659995550935173
3833,0.008614043256179538,0.6791986955101946,0.0027633963135140064
3836,0.17101083260958605,0.6330535151434526,0.06275182389847903
3841,0.039654711620185856,0.4872016605460858,0.020334870270355142
3847,0.6991658397568696,0.6821294739067443,0.2222442133099491
3848,0.9777845987099469,0.43037420829059886,0.5569713261614126
3862,0.5119921870816578,0.49044911462142887,0.26088607223436977
3864,0.34582476946954455,0.5360078470226077,0.16045997933908432
3929,0.16675240483370568,0.5167234629009878,0.08058752476096587
3938,0.3424842617359135,0.7036730448243369,0.10148731847578811
3939,0.7261074123660269,0.6884781858610686,0.2261982983599899
3940,0.00015238920219218244,0.5079876471904256,7.497736991334964e-05
3944,0.6647783178570019,0.5891648033744941,0.2731143309291545
3945,0.2813826499437774,0.4159069069400717,0.16435366233905999
3947,0.06627743330161906,0.7693738854763288,0.015285306922954177
3954,0.8737466863122147,0.5561282469140416,0.38783147340644974
3956,0.01102134642557806,0.5711866572992248,0.004726100401815369
3964,0.9818828192156914,0.6338361020602159,0.3595300404041219
3980,0.06481301347666202,0.28731229139629083,0.04619143806238357
3984,0.42792681357711004,0.5353402376924882,0.19884037148175088
4057,0.006366648301969535,0.47520540332358224,0.0033411826278127027
4063,0.020116434126812965,0.6521518432761285,0.006997464530869073
4069,0.9401722427332978,0.6433380193717523,0.33532369422495967
4070,0.9054239321742185,0.7464687620374326,0.22955325040506525
4074,0.8407260495813049,0.6072616948324939,0.33018532382273436
4075,0.2109989111163434,0.6155087451755054,0.08112723610172488
4079,0.9781835446392517,0.64257118029243,0.34963098981777485
4081,0.7200431780518353,0.508319600271292,0.35403111760645567
4089,0.9562819542836819,0.5809664197140522,0.4007142510663343
4095,0.9452809746889553,0.5895706051185924,0.3879710984344951
4166,0.13615691842251554,0.569697445623476,0.05858866979324443
4178,0.5004774086712758,0.720594877849864,0.13983595150318134
4190,0.0017134965922593892,0.572032951170419,0.0007333200797687947
4193,0.039211936998302166,0.6919842194647332,0.012077895380831748
4197,0.9694586079660654,0.48782713249276927,0.496530395171548
4201,0.0011901269947324211,0.5336032494293693,0.0005550713631095913
4203,0.13337704353950242,0.7869288608546823,0.02841879860279642
4210,0.8542885619866412,0.5675103771758864,0.36947093795655683
4211,0.7509645385626696,0.6979843217760814,0.22680306443611675
4229,0.01102696023922245,0.38267879375077946,0.0068071763961389965
4231,0.2554154743540542,0.4329505712159668,0.14483319883506932
4237,0.1767112411906384,0.5082573837664549,0.08689644806096153
4293,0.7903614259057062,0.6645192052154597,0.2651510793298889
4298,0.6321681147336227,0.6513023093439664,0.22043556171399273
4313,0.12487820381119974,0.5775158102839995,0.05275906675036429
4316,0.054634196041161376,0.7510597161287594,0.01360065227156372
4319,0.10183761867245955,0.6573478626295333,0.03489487770283682
4323,0.013779872981176444,0.5615563119363798,0.0060416983309152334
4325,0.6198312959766594,0.553225871871675,0.27692458684662175
4331,0.673065138927324,0.7786044201960136,0.14901364667866554
4342,0.004531787051481273,0.438705838121505,0.002543665614872997
4343,0.7542284723208916,0.6347123645778512,0.2755103352221581
4350,0.12451921303502611,0.4808702367891287,0.06464162957807715
4424,0.8525711268707634,0.6129528978704216,0.3299851840146781
4433,0.8321690183960866,0.40957983125995645,0.49132937226165385
4437,0.9471006228658764,0.5892664342493724,0.38900601595434176
4451,0.007362206519734182,0.5498245546120715,0.003314284599059247
4454,0.9294758321689238,0.5534313977200326,0.4150747232246859
4473,0.3296942616373041,0.46178803948659686,0.1774453949258323
4476,0.09814387772363797,0.49835216323333104,0.04923366395195546
4479,0.45326997740250086,0.48603396828054546,0.2329653715831302
4480,0.04959101270934241,0.7208345685747302,0.013844096457819612
4505,0.8579939002333734,0.4420792728314132,0.4786925807244157
4509,0.4607414900738612,0.7831377067220344,0.09991745614572456
4512,0.7578868906923784,0.848710008094952,0.11466070155779191
4564,0.7357798470182744,0.41874936491339276,0.4276725033632987
4571,0.7251401385336257,0.4565847291221061,0.3940522248056837
4572,0.041867205409913066,0.5000597769287259,0.020931100012002792
4578,0.8530252633153594,0.6597133882725483,0.2902730765715009
4582,0.04500711596996865,0.6006033773460819,0.0179756901137987
4611,0.0026265562312991486,0.6872456566607175,0.0008214668693636659
4618,0.02852625211606319,0.6592267042831293,0.009720984948041208
4621,0.004138368262346703,0.4679238180961729,0.0022019271843414095
4622,0.027892088690339656,0.7039159529005431,0.008258402501492755
4625,0.5576388297573802,0.5384176155188951,0.25739626071866445
4626,0.7954047539505358,0.5546732532310035,0.35421501144138623
4628,0.21345244471675817,0.3904088851194309,0.13011871374887166
4645,0.8189140212604706,0.7064302480578035,0.24040838608342296
4646,0.012255169298469704,0.5286440827325952,0.0057765465659475245
4702,0.0027627030025556554,0.5028265716725403,0.001373542523231162
4703,0.2578244647033353,0.5320661642662613,0.12064479071462962
4718,0.09387971217126856,0.5674795856033383,0.0406048920117564
4731,0.5828110955755186,0.561322431930109,0.2556661540512173
4738,0.6331204267721156,0.5513598099188428,0.2840432686113053
4742,0.45714668846215467,0.6837851422591661,0.14455657505875355
4743,0.47070597338925924,0.47024036430980787,0.24936102497989124
4748,0.0012204021134275544,0.5506125145233645,0.0005484334370235805
4772,0.7798692276914336,0.6593815882071663,0.26563781774235995
4775,0.8884102338482924,0.2904133997584769,0.6304039974561864
4827,0.8676133386861585,0.584179155827413,0.3607717109078751
4830,0.5196921620588768,0.5132614976357721,0.2529541846509653
4835,0.09914791707449122,0.39694428337402504,0.05979171818333004
4840,0.6156090237993818,0.5291837034794894,0.2898387606898318
4851,0.3389653076426187,0.40618651855188553,0.20128216942139454
4853,0.07124607632158952,0.5327299134211259,0.03329116025119421
4857,0.0005982066459171431,0.5926807520856378,0.00024366108111234394
4863,0.6394432594847816,0.452964422495239,0.3497982127337843
4866,0.7719199713925151,0.5818724830018798,0.32276098095961236
4869,0.5201823782406171,0.5413909167699192,0.2385603635973725
4874,0.9660802368768846,0.576064802756057,0.4095554157738773
4876,0.008417939868484492,0.5227109462760312,0.0040177905541342335
4881,0.007187197722943961,0.6734185550051485,0.0023472054178227454
4892,0.0005912796534855991,0.6492522637191208,0.00020738999996901654
4897,0.2644189484314837,0.6633521849609558,0.08901606124438069
4910,0.35303947041706374,0.3662200413529351,0.22374934096170837
4957,0.673421650500587,0.6939794915717471,0.20608083587278286
4962,0.735967913479173,0.4870304361945138,0.3775291395522452
4986,0.8732170190270663,0.5375854201990466,0.40378828092844193
4991,0.00021368233148566507,0.766988203896363,4.979050385508756e-05
4996,0.15609495728112543,0.797017694557156,0.03168451429692509
5002,0.15837150536563238,0.7258495106490552,0.04341762569523389
5023,0.20567452921825935,0.4540290239474785,0.11229232346643592
5026,0.7778034645031796,0.48647959262031193,0.39941795195300556
5028,0.25284018127173247,0.7190112487506619,0.07104524680120039
5058,0.0001725755991458522,0.42197214638701713,9.975350316025145e-05
5064,0.004913474971671161,0.639991413274982,0.0017688931804600825
5066,0.4218754101449347,0.5010311930806751,0.21050267006861892
5111,0.18590971441361948,0.5579172391177841,0.08218747982279719
5113,0.39790473415050476,0.6920551927628368,0.12253269665673186
5118,0.8356789900798627,0.6059516005697659,0.32929796847844434
5153,0.5767567590800484,0.5049883564270563,0.28550131125401906
5168,0.03647539361644847,0.7337465696029933,0.009711698675460484
5174,0.4475937507537916,0.7028971151374812,0.1329813945953867
5178,0.7281072872453527,0.6189806238021648,0.2774229843913223
5183,0.6712811485023777,0.7309468519569987,0.18061030622648616
5184,0.24381850239748148,0.5548224404286793,0.108542525875645
5192,0.9591403481055495,0.6875290689530397,0.2997034775772467
5226,0.14384119102061677,0.5648458581316301,0.06259309004390076
5282,0.053845853526948595,0.7926749491928728,0.011163594318227745
5283,0.5973885853347883,0.6451063274127399,0.21200942901117087
5285,0.9705019206143769,0.6930844488021467,0.29786213190393673
5291,0.8059613001993498,0.43013515327095553,0.45928901280764384
5299,0.7381397272758943,0.8081405295308616,0.14161909720738733
5328,0.9128045518306888,0.6726993568512953,0.29876151688324953
5332,0.485907355604533,0.7061777294171278,0.14277040251664302
5333,0.4344015388171639,0.613531992845419,0.1678822970115527
5335,0.40216404353732516,0.6765909930142829,0.130063473965767
5337,0.9159524763749689,0.8140598476407166,0.17031234301102466
5344,0.8286616803526462,0.5693048044786292,0.35690060444055066
5353,0.9621025314920761,0.5583167315131088,0.42494459072893237
5361,0.1843378553979642,0.5150804380101747,0.08938903209772457
5366,0.0022872165638484487,0.475970209895589,0.0011985696158768348
5368,0.02016670372222862,0.593579475247836,0.008196162309309573
5386,0.909231831153963,0.4789700485589316,0.473737016834823
5388,0.8890811680916085,0.3104999484221427,0.6130215112560657
5430,0.7527434896380882,0.7612674124405204,0.1797044010498531
5449,0.35578748137005234,0.5494319832125273,0.1603064598787144
5474,0.4067589279690643,0.6419795151576916,0.145628028605422
5483,0.40539548956497906,0.6879657937813498,0.12649725979102933
5524,0.9477754544088505,0.49720012534658337,0.47654137967635496
5531,0.7522835601243778,0.6097846076126929,0.2935526246004544
5536,0.366163162191674,0.7198360210299645,0.10258572847186986
5537,0.8694624554361512,0.27194841493381516,0.633013518835827
5587,0.20138587006174657,0.6268745354406408,0.07514219632247995
5601,0.49149656778974204,0.5000561570643266,0.24572068289049734
5621,0.45900925444666907,0.6958958345561339,0.13958662625451548
5626,0.07933352110897973,0.5362658799429716,0.03678966060249841
5630,0.19746081264555104,0.3009821894492626,0.13802862492506246
5639,0.6367498400073642,0.7767428198716355,0.14215897372723138
5644,0.45513633711714285,0.7687101786996683,0.1052684020791115
5646,0.00036615798767414276,0.5813772389793314,0.0001532820677699216
5653,0.33063472532273597,0.5319446697590378,0.154755345550063
5667,0.002575922821711374,0.6014156506251663,0.0010267225219316137
5672,0.6364295211304862,0.5951671315081936,0.2576475886321215
5674,0.8773984850380179,0.3398123541384921,0.5792476403197024
5675,0.054692435182633226,0.4129897066370987,0.032105022421288994
5676,0.47757097732163734,0.42534683788763306,0.2744376722509724
5736,0.06187645191536417,0.5730299323652226,0.026419392859303094
5742,0.04493350769308935,0.6418581853561208,0.016092567983517724
5758,0.7053666729736645,0.3519639277561111,0.4571030482455932
5766,0.4666519006367438,0.4134669101112055,0.27370678118294806
5780,0.7673870475125524,0.6917756201295874,0.23652739684014332
5787,0.27680047664664265,0.6911221529030978,0.08549753530201135
5790,0.6454004466515153,0.5608586150730123,0.2834220459750429
5791,0.5149417372736071,0.46675724624538184,0.27458895000696537
5802,0.9657725759632886,0.44647390313001756,0.5345803244370277
5809,0.43954746623427177,0.36666278670482955,0.2783817673757667
5872,0.18332367695164054,0.7928581814579366,0.03797399982558057
5895,0.500916801156905,0.7193613009035692,0.14057663943221932
5905,0.9052648111459235,0.6952461378327955,0.2758829474807851
5906,0.0009759327019894792,0.6262721647317403,0.00036473321608203167
5915,0.06769231957626509,0.6580287852510851,0.023148824754667126
5917,0.1420784036654057,0.6034331423979485,0.05634358607470573
5922,0.22439341631668874,0.6344978607714511,0.08201627369255211
5923,0.4398331602691896,0.5316232572414072,0.20600762296410113
5929,0.5852233381478464,0.7190403057013663,0.16442417018244485
5935,0.24512501550127663,0.6596695464841851,0.08342350769362064
5951,0.7638410198594408,0.5764441443082335,0.323529336779037
5955,0.9072189102656378,0.7094817129054062,0.2635636838301971
6011,0.609088679133955,0.5897925234334289,0.2498527300728056
6030,0.8460974214310455,0.4282007325011174,0.48379788580696514
6032,0.04701154356211157,0.7584605197261466,0.011355143798864048
6039,0.9167321144367326,0.6024770660390071,0.36442203978715465
6043,0.9245427396603457,0.5766922478121939,0.391366108927177
6046,0.7552289316254517,0.7080649098395856,0.22047782624582968
6048,0.7642052311349725,0.5870656168445384,0.31556661572289685
6056,0.6991666005418273,0.7406490368289472,0.18132953126755363
6058,0.03850204293604276,0.6931936703179317,0.011812670478468684
6067,0.086812213744348,0.6981169052568864,0.026207139746644435
6071,0.3504895978820638,0.5372709242519835,0.16218172768726133
6074,0.9842482022096505,0.543196232980924,0.44960828645112155
6084,0.0682109138057172,0.5235958113617505,0.03249596504788627
6102,0.62556988206297,0.6328241696884491,0.22969414086436998
6148,0.01524469875860024,0.5504188400957772,0.00685372935028196
6160,0.7248634884889058,0.6895069640576691,0.2250650651846692
6165,0.6148966867314889,0.676250556732275,0.19907245999648826
6166,0.3870454712596586,0.5894039961862256,0.15891932379343487
6172,0.692298858762054,0.5100271985662651,0.33920761125702115
6173,0.7048883673543447,0.6969861289100263,0.2135909528783314
6179,0.820230289842595,0.5967504056019378,0.3307575316920314
6181,0.139091249668999,0.720153195595572,0.03892424174048782
6187,0.17089314072287798,0.4912110608052921,0.08694853978404503
6193,0.47843596560593493,0.606495429149261,0.18826673932532234
6215,0.5491274935947048,0.5794060784690415,0.2309596859514632
6245,0.13043740095863376,0.5722242427153584,0.05579795797331999
6292,0.0908415653921798,0.6668072094596824,0.030267754670071128
6295,0.5483373348460066,0.617412233836705,0.20978715604266837
6301,0.67099228753644,0.7965654987257771,0.13650298137382566
6303,0.09020632759856917,0.52846345937368,0.04253557965843384
6325,0.03294579167143363,0.5739780456834079,0.014035630554371459
6331,0.03332167206538561,0.7069410234943561,0.009765215110938613
6334,0.06765287245357299,0.37912705318717665,0.042003838280601946
6350,0.8041437039046114,0.7829462950323394,0.17454237025891337
6358,0.47781976786851577,0.7040227610354787,0.1414237756163918
6397,0.5423890635563156,0.6159311597489255,0.20831473860494043
6442,0.6832581351286007,0.6288665797416844,0.253579928609596
6444,0.0008661713620533584,0.45422290351311917,0.00047273649104156887
6449,0.7366619885396077,0.6787123828882051,0.2366803749147269
6451,0.6281916136018132,0.6173904034232296,0.2403521398531002
6460,0.006788582373787655,0.49988974049413143,0.0033950396926319096
6461,0.11374591088506691,0.6711210553527258,0.0374086351298237
6464,0.6131445300707643,0.5904894177673362,0.25108917350205173
6477,0.14997855333815158,0.45027920978547276,0.08244632885628031
6487,0.1436679764805261,0.6533115211071726,0.049808032231644095
6505,0.5511137654557191,0.5026939034911996,0.27407223543105025
6524,0.0005659620926684594,0.6022542406894845,0.00022510902228938472
6593,0.45661964309791114,0.5551636830009758,0.20312100030508368
6595,0.20540233303209776,0.6173663326918216,0.07859384796172736
6596,0.012857629221167621,0.39623388105183766,0.007763000893738858
6600,0.09505421329049468,0.9002432063728291,0.009482303538612968
6605,0.14599102195193459,0.5648487859798909,0.06352817043842074
6615,0.45715683733114654,0.5192930967058391,0.2197584475932079
6616,0.6494342276358065,0.8044891466997187,0.12697144000748564
6625,0.6702008711590342,0.4794940671605187,0.3488435296324661
6626,0.001922203144028356,0.7083776071525698,0.0005605574804004027
6635,0.08354950710588238,0.5319448461848884,0.03910577739962054
6664,0.05319824077593549,0.5497456847900672,0.023952737470941957
6665,0.031803505328786286,0.5132420343911208,0.015480609553071161
6669,0.8898691671211831,0.423081072407702,0.5133823655930044
6675,0.790926965276672,0.4269174804958569,0.4532664180045211
6681,0.02314826547701765,0.630800772621189,0.008546321729274518
6733,0.11610959758271311,0.42378921048444756,0.0669036028934682
6751,0.6678582703650902,0.7238069972150913,0.1844577811268696
6759,0.42287980466965414,0.6685929483602242,0.14014534926357436
6761,0.47615272855181356,0.47845803630967576,0.24833362906541875
6762,0.0017005304086884498,0.7701720873081508,0.0003908293542978837
6769,0.8699284008349236,0.6124567640775632,0.33713486748039695
6774,0.5843491848680822,0.6809590226979386,0.18643133502597586
6778,0.9467920246496635,0.5716110510345108,0.40559524032857686
6799,0.04065713284742756,0.4373152079072819,0.022877150343340792
6821,0.40309411882885626,0.7841553939584607,0.08700569127627591
6871,0.0788261449746207,0.39036404659027363,0.048055252045216205
6889,0.056402193039997606,0.8392635847984631,0.00906588631875429
6893,0.8174941120984898,0.5913183725670264,0.3340948241492846
6896,0.020054708917150776,0.7293332569496063,0.005428142745428889
6907,0.9298751483392913,0.523810763727714,0.44279653671626584
6909,0.0006289250725756146,0.5234050020878108,0.00029974254365109845
6943,0.0037840350748130636,0.7418756890073642,0.000976751446458089
6951,0.5265308143387155,0.5256975417954914,0.24973485956127447
6956,0.43069131157735974,0.48939026064816216,0.21991517834561683
6969,0.07018528847702066,0.7327500142243926,0.018757017347140675
7031,0.9646490463486477,0.7020890602747794,0.28737950390276357
7057,0.33157416601408696,0.6649545594411563,0.11109241253012093
7070,0.892291401450143,0.8104687181371502,0.16911713311204435
7073,0.3607675725379694,0.7793902235671374,0.07958885352182798
7080,0.3441953417963758,0.5363052731543515,0.1596015649958151
7085,0.5552559173524925,0.5795174733967198,0.2334754110397982
7088,0.6518737270442223,0.6786857439123778,0.20945632166828
7099,0.4234549382206819,0.3703057723202255,0.26664713028005893
7102,0.0010404904836145423,0.7857610360785047,0.00022291360317975515
7107,0.9643435452773225,0.6997944699866083,0.28950126512497176
7111,0.7853154714090188,0.5546165751666619,0.34976649423075623
7112,0.20355716745214214,0.5651348906330816,0.08851990988649591
7123,0.7698505987038216,0.8328419763482556,0.12868670458644296
7126,0.9396326289879536,0.38114502035704634,0.5814963314841951
7133,0.8340053888656128,0.7113249351040143,0.24075655975438257
7189,0.00460498169567336,0.8011256194065747,0.000915812882371101
7194,0.6942579276209055,0.6361315575540182,0.2526185507791941
7201,0.21876267225499846,0.6617447556841304,0.07399762115080702
7209,0.9490932449946201,0.5799058726536312,0.3987084985263483
7210,0.11567737719162574,0.45435239964751284,0.06311908327968012
7211,0.9058003584780836,0.5247760284105748,0.43045804382307995
7212,0.028064017967675214,0.42456655942197497,0.016148974415582863
7213,0.27466495474627073,0.5878534972805864,0.11320220051826146
7214,0.8424004789169754,0.4942195325095278,0.42606970804082556
7219,0.901498323399241,0.40339113445475505,0.5378418920141615
7231,0.001266991003934459,0.5634911918272558,0.0005530527330930193
7262,0.019027607726696094,0.8449505550616158,0.0029502200165295407
7341,0.03433130387707639,0.6346917782383527,0.012541507570093525
7344,0.4439118840978987,0.7042959631392369,0.13126653613821582
7356,0.7499117098505254,0.688082084862608,0.23391089707369267
7365,0.03452523804414631,0.4661283074450186,0.018432047270492025
7372,0.011187915221163691,0.8064336465641918,0.002165603951909629
7383,0.8186019441680069,0.739633267696879,0.21313671326000588
7402,0.37460728791678566,0.6050646347694747,0.14794566607143228
7409,0.9342040560905154,0.5920927904870207,0.38106856963558894
7423,0.8816092990006771,0.46870167070056445,0.4683975476539063
7480,0.9771932818798688,0.6655431010743268,0.32682903470854213
7487,0.968794469552127,0.5017278348346615,0.4827233179439439
7491,0.22721225279819612,0.7542582079290121,0.05583554618311505
7497,0.9366041588504306,0.74486517544313,0.2389603377475394
7499,0.6485840289608962,0.5000425519704552,0.32426441595201
7501,0.5217633574712413,0.5892500668092996,0.2143142642226679
7504,0.831704089919575,0.7903959277720584,0.17432856413577708
7509,0.9122921257557866,0.5441959239016847,0.41582646951188434
7520,0.9483303190372092,0.5931386314036641,0.38583897148487883
7521,0.4339288746266057,0.46214881748615166,0.2333891583448233
7524,0.8762416330212408,0.7408084184016698,0.22711445472507907
7525,0.9529594930181103,0.7498204573419983,0.238410970134872
7527,0.06140299168851182,0.5466613978219146,0.027836346421622547
