cell,sphericities,lines,volumes
440,0.636312095657607,0.0,2541
441,0.6337698464886333,0.0,2505
442,0.6176376277376381,0.0,5481
443,0.6198614028482995,5.0,3120
444,0.6090855595688137,0.0,616
445,0.6326158698876373,1.0,3753
446,0.6432316943224258,0.0,2894
447,0.6616365071216858,0.0,4978
448,0.6354665000592624,5.0,4488
449,0.5776109551385995,0.0,4896
450,0.6429705965043978,5.0,2970
451,0.6784573905782847,5.0,2266
452,0.6394483186517003,0.0,2591
453,0.5914344834596207,0.0,5544
454,0.600772675396302,0.0,4191
455,0.7541047688214427,0.0,610
456,0.7130472382225473,0.0,1908
457,0.66964353978375,0.0,2999
458,0.6449760121908314,0.0,6108
459,0.6309742138920936,0.0,4372
460,0.6104561556576288,1.0,7707
461,0.625654338820005,1.0,4599
462,0.7659356044755083,0.0,3433
463,0.6582761456257442,0.0,5368
464,0.5731796051813985,4.0,6817
465,0.5502746597065058,0.0,223
466,0.6842928304007302,5.0,4185
467,0.6708180982378973,0.0,2851
468,0.4887947693297814,4.0,16904
469,0.6028767724313925,0.0,4177
470,0.7137487850729671,0.0,1573
471,0.6649913079293649,0.0,3050
472,0.643245948899544,0.0,5546
473,0.6279933216760568,0.0,8166
474,0.6037248919916626,0.0,2274
475,0.6472182936890816,0.0,3834
476,0.6509106640051281,0.0,2806
477,0.6389420251528666,0.0,4650
478,0.6268990657528306,0.0,3480
479,0.6679388426083467,0.0,5377
480,0.7267634402751221,0.0,259
481,0.6259497639352265,0.0,2827
482,0.6234275542183468,0.0,5044
483,0.585619297352917,0.0,7952
484,0.5453000468725995,0.0,3917
485,0.6438636384725597,5.0,2065
486,0.6615628745934548,0.0,2982
487,0.5783619422713714,5.0,3865
488,0.7293185175667011,0.0,651
489,0.7136533210446075,0.0,4191
490,0.6192257926175563,0.0,232
491,0.7141021999294772,0.0,2031
492,0.5767282506281,0.0,3102
493,0.6467550718757831,0.0,2459
494,0.7042640876657692,0.0,3132
495,0.6707135585270285,5.0,4867
496,0.6903354202079991,1.0,2517
497,0.7300032339475139,0.0,4349
498,0.5512089554974949,5.0,3758
499,0.5610230202321972,0.0,2639
500,0.6369572853091758,0.0,1618
501,0.7244844329184981,5.0,1161
502,0.6728681554401649,4.0,4544
503,0.7147529177813924,0.0,2517
504,0.6391618053564485,0.0,3939
505,0.6883984305899586,0.0,1947
506,0.6033835730582674,0.0,418
507,0.5826240945640465,0.0,2146
508,0.6218920638058687,0.0,3097
509,0.5182105302971223,0.0,1365
510,0.5903605114421271,0.0,3726
511,0.7565802181286482,0.0,4251
512,0.6739304195314405,5.0,2932
513,0.6042682397383711,0.0,3459
514,0.6913081343462588,0.0,4162
515,0.6436593072035718,1.0,1117
516,0.6077647424050198,0.0,2284
517,0.6090617645712127,0.0,1754
518,0.5269976301634381,4.0,16518
519,0.6031932458006644,0.0,5920
520,0.6366967060241445,5.0,2825
521,0.620072931439824,5.0,3920
522,0.5420423036906004,0.0,7045
523,0.6723867366617763,0.0,2359
524,0.6414517869505779,5.0,3208
525,0.7237642934185902,0.0,166
526,0.5580966849858364,0.0,517
527,0.7868750683317622,0.0,1782
528,0.4867479576187546,5.0,13364
529,0.7195877788043452,0.0,1287
530,0.6515849405955847,4.0,4068
531,0.70225019430706,0.0,4390
532,0.6993105992097318,5.0,2732
533,0.7319593707854143,0.0,3641
534,0.6318167378900293,1.0,2448
535,0.6646445073216746,0.0,3320
536,0.6206091486338339,0.0,5149
537,0.6949975519351932,0.0,1313
538,0.5922003074946964,1.0,5250
539,0.6792944077607806,5.0,4790
540,0.6700496411550076,0.0,3662
541,0.64484431690278,5.0,2957
542,0.5876350206353895,5.0,2974
543,0.6509957121420987,0.0,4042
544,0.5780322822132519,0.0,2673
545,0.6267797666816872,5.0,2315
546,0.6557647126745902,0.0,3149
547,0.6882707180555812,5.0,3358
548,0.5167218318926261,0.0,2914
549,0.6280511470533569,0.0,7493
550,0.6347841575423263,0.0,2373
551,0.6436613631007027,4.0,4573
552,0.6519050608142901,0.0,8287
553,0.6163916325476786,0.0,2180
554,0.6891715664406309,0.0,6418
555,0.6876355324168358,5.0,2548
556,0.6103197192884187,0.0,2435
557,0.6563315635515157,0.0,6577
558,0.6720493334052314,5.0,1709
559,0.6199879719241704,0.0,1894
560,0.6202161902183637,1.0,4008
561,0.5815457420874299,0.0,7824
562,0.6069373636615905,0.0,5601
563,0.5412578708273782,5.0,1032
564,0.6183881423204333,0.0,4080
565,0.7001938982306771,0.0,8375
566,0.4514828395360102,0.0,18355
567,0.7086942000731832,0.0,3252
568,0.6792349811239861,0.0,4633
569,0.6823798580070481,0.0,4139
570,0.7654756027157387,0.0,2790
571,0.657858197809756,4.0,6116
572,0.7254631474962221,4.0,4349
573,0.712835195545255,0.0,5259
574,0.6379447308604729,0.0,2990
575,0.5760611672264232,0.0,448
576,0.7724491938424972,0.0,2628
577,0.639706287098821,4.0,7385
578,0.7058883769333825,0.0,4329
579,0.6607466675749596,5.0,7427
580,0.777305765690248,0.0,122
581,0.5812811288066779,0.0,4843
582,0.6485977218756722,0.0,3002
583,0.5672797896244127,0.0,2283
584,0.5800796968716527,0.0,2130
585,0.6686292828368101,0.0,2387
586,0.7627544496501384,4.0,5077
587,0.6112074828095092,0.0,3920
588,0.6762968943429445,0.0,5215
589,0.6838236933107508,4.0,5486
590,0.684662521526823,0.0,3079
591,0.6785548087134025,0.0,2204
592,0.6745722917272112,0.0,3895
593,0.7176422634099012,0.0,1391
594,0.7010348200675847,0.0,2320
595,0.6442404686809894,0.0,2422
596,0.6127050129648353,0.0,1053
597,0.6465828392443873,1.0,3700
598,0.6367576021089916,0.0,3299
599,0.6653193624471866,0.0,2947
600,0.6182826175074627,5.0,1759
601,0.6397791836999683,0.0,1561
602,0.6477513190204356,0.0,2956
603,0.640897586254812,4.0,8043
604,0.5223143384226786,0.0,7507
605,0.7743664874625528,0.0,2493
606,0.5201996104618304,0.0,909
607,0.6516268700268344,0.0,1082
608,0.6654032842910597,5.0,2755
609,0.6304447246697061,0.0,5657
610,0.5981035395229283,0.0,5467
611,0.6247825016427678,0.0,2807
612,0.6645372784225857,0.0,6088
613,0.6285233558486509,0.0,3813
614,0.5754062694475761,4.0,7909
615,0.6407782087839998,5.0,3831
616,0.6562795814348983,0.0,1533
617,0.6145995981994916,5.0,1099
618,0.6351393944546337,0.0,9598
619,0.7146473463764467,0.0,2924
620,0.8972660538314824,0.0,2258
621,0.7070444110519286,0.0,2062
622,0.7828548702335469,0.0,2534
623,0.6602987959771444,0.0,3187
624,0.5604234211226915,4.0,7635
625,0.6579192561426688,0.0,2665
626,0.6268659017536813,0.0,8713
627,0.6846384396055745,0.0,3863
628,0.6387054893922122,0.0,7957
629,0.6610578640228075,0.0,2437
630,0.6051535869611212,0.0,4458
631,0.6665851083565286,0.0,2262
632,0.7757339768360506,0.0,3085
633,0.672708061634023,4.0,3442
634,0.767473547209419,4.0,3977
635,0.6067171434768412,0.0,4391
636,0.5627321851862088,0.0,749
637,0.7091116877804371,5.0,2217
638,0.6762437839821611,0.0,3022
639,0.6725741878928583,0.0,2879
640,0.6894581965441782,0.0,3224
641,0.7354064936626749,0.0,2323
642,0.651142522024837,5.0,1313
643,0.5763689102004803,0.0,2919
644,0.6706745674879814,0.0,6079
645,0.5977126238347257,5.0,4279
646,0.5688110961012155,0.0,14466
647,0.6187710862566662,0.0,1093
648,0.7082194314206304,0.0,658
649,0.6626086808958065,0.0,3283
650,0.6774769513988195,0.0,2421
651,0.6776432972823707,1.0,3736
652,0.5905863124628348,4.0,4464
653,0.6366368635308376,0.0,7119
654,0.5890082991761169,4.0,3241
655,0.6221264122231919,0.0,3089
656,0.5832815574205721,0.0,2463
657,0.6738431289523269,0.0,1546
658,0.606947620722836,0.0,9157
659,0.6977592842887397,0.0,3396
660,0.7253397749457619,0.0,2315
661,0.637920816630173,0.0,1798
662,0.6855940052342958,0.0,4177
663,0.6994853494784437,0.0,2153
664,0.593210268291725,0.0,3030
665,0.6944737388281866,0.0,2681
666,0.6421787060036687,4.0,3194
667,0.47822306286620564,0.0,49
668,0.6709246928127972,0.0,4002
669,0.6057810592292634,0.0,4935
670,0.6880013542467104,5.0,1863
671,0.6828836772984473,0.0,8153
672,0.7633921272536871,0.0,2090
673,0.6168327906154889,0.0,6576
674,0.6941412875580053,0.0,652
675,0.7968601602391362,0.0,3865
676,0.6320828132901285,0.0,2616
677,0.6670423723386781,0.0,2190
678,0.6814058821973631,0.0,2286
679,0.707469997233017,0.0,2922
680,0.6658246159238574,0.0,2861
681,0.6077547477289303,0.0,4986
682,0.6372906882299059,0.0,3768
683,0.5968536662517043,0.0,2543
684,0.6122432856445262,0.0,3894
685,0.7008979984030143,0.0,2238
686,0.7380570982485666,0.0,7135
687,0.5959311710247096,0.0,55
688,0.694648225349526,0.0,2052
689,0.658664449764532,0.0,1110
690,0.5588326134111117,4.0,127
691,0.6084504420266431,1.0,4590
692,0.685301754161002,1.0,3232
693,0.7036374089672587,0.0,4461
694,0.6807219412462368,0.0,3683
695,0.5661248314179435,0.0,3522
696,0.5974891580723559,0.0,3540
697,0.6563571294972863,5.0,2683
698,0.6474235941700258,0.0,3665
699,0.5975235399300026,0.0,6440
700,0.7855850935456143,0.0,2140
701,0.6792240488801805,4.0,3949
702,0.6490182588045643,4.0,3208
703,0.7552052282731728,0.0,2906
704,0.6781230123358402,1.0,2834
705,0.6048840798578119,0.0,3494
706,0.5788919468672706,1.0,3415
707,0.6549940865616647,1.0,4271
708,0.7257950753504087,0.0,2140
709,0.6996670759506763,0.0,4103
710,0.6630574995533045,0.0,2957
711,0.701879678837107,0.0,5265
712,0.7377333760233692,0.0,2063
713,0.7788490285302093,0.0,2301
714,0.6793855524366155,0.0,5162
715,0.6317548738117831,0.0,4321
716,0.6446805957073756,0.0,3061
717,0.694106228140212,0.0,125
718,0.6165777528272476,0.0,5366
719,0.6344871128069636,0.0,2663
720,0.5986542574537665,5.0,3848
721,0.6985302184757071,0.0,3885
722,0.6389354519281039,0.0,6961
723,0.694679951041466,0.0,4109
724,0.723231012601602,0.0,2825
725,0.6938354455894061,5.0,2333
726,0.6115368982127561,0.0,4499
727,0.532865511068628,0.0,413
728,0.4932732194915626,0.0,116
729,0.6794147797517716,0.0,200
730,0.6740368509187129,0.0,1973
731,0.6594134145021497,0.0,2309
732,0.6583779145272888,0.0,1726
733,0.6208864833270908,5.0,1450
734,0.6068636967933722,0.0,3719
735,0.6319741703494779,5.0,3427
736,0.6467567168274025,4.0,4487
737,0.6879253016673674,0.0,3664
738,0.6421362070478731,0.0,2733
739,0.670718915717741,0.0,3139
740,0.6560404653577077,0.0,3366
741,0.6147412980285929,0.0,338
742,0.7171469431945969,0.0,4402
743,0.6401755118861638,0.0,7049
744,0.5940927779774205,0.0,3312
745,0.5785009771623023,5.0,3843
746,0.6321663777988541,0.0,2525
747,0.6249731608743615,5.0,2115
748,0.6213908590738948,0.0,3496
749,0.6615343915561571,0.0,420
750,0.5713276168356141,0.0,1618
751,0.7191173976481618,0.0,3419
752,0.7398549708801269,0.0,3531
753,0.6172296932932126,0.0,2965
754,0.6125104246701669,5.0,2146
755,0.6851239243419259,0.0,1675
756,0.5249442418581608,4.0,4801
757,0.5607968867538892,0.0,3798
758,0.47801683578990567,0.0,10419
759,0.5682240606442192,4.0,13026
760,0.7594487665371172,0.0,2046
761,0.7043381152458131,0.0,4050
762,0.6921680963361053,4.0,4847
763,0.6740151511475093,4.0,6866
764,0.6670929570884514,0.0,3341
765,0.6658661302618644,5.0,2666
766,0.6191900608017146,4.0,3999
767,0.7713066260019299,0.0,2374
768,0.6412855341545655,5.0,8745
769,0.7039574732232599,0.0,3103
770,0.536008507182664,0.0,7767
771,0.7374289579339927,0.0,7016
772,0.7493552428729578,0.0,2510
773,0.6800031419438204,0.0,7054
774,0.5789131484598172,0.0,795
775,0.6474899279317311,4.0,4557
776,0.6886177723470388,0.0,2413
777,0.6118316853197746,1.0,4791
778,0.7326448420894293,0.0,1361
779,0.6613226450591497,0.0,8433
780,0.6906719252946449,4.0,3776
781,0.7017170359709047,0.0,3592
